numeroPedido,clienteId,fechaEntrega,estado,zonaEntrega,requiereRefrigeracion
P862,CLI-453,2026-02-02,ENTREGADO,ZONA14,true
P863,CLI-005,2026-02-08,PENDIENTE,ZONA1,true
P864,CLI-181,2026-01-28,PENDIENTE,ZONA12,false
P865,CLI-280,2026-02-05,ENTREGADO,ZONA13,false
P866,CLI-301,2026-03-01,CONFIRMADO,ZONA3,false
P867,CLI-230,2026-02-04,CONFIRMADO,ZONA14,true
P868,CLI-379,2026-02-02,PENDIENTE,ZONA24,true
P869,CLI-344,2026-02-07,CONFIRMADO,ZONA17,true
P870,CLI-215,2026-01-30,PENDIENTE,ZONA4,true
P871,CLI-240,2026-01-21,CONFIRMADO,ZONA1,false
P872,CLI-465,2026-02-17,PENDIENTE,ZONA18,false
P873,CLI-188,2026-02-27,CONFIRMADO,ZONA23,false
P874,CLI-096,2026-02-28,ENTREGADO,ZONA15,true
P875,CLI-380,2026-01-28,ENTREGADO,ZONA6,false
P876,CLI-418,2026-02-24,PENDIENTE,ZONA21,false
P877,CLI-443,2026-02-06,PENDIENTE,ZONA11,false
P878,CLI-171,2026-02-01,ENTREGADO,ZONA5,false
P879,CLI-252,2026-02-07,ENTREGADO,ZONA11,false
P880,CLI-142,2026-02-21,CONFIRMADO,ZONA24,false
P881,CLI-409,2026-02-09,ENTREGADO,ZONA23,true
P882,CLI-145,2026-02-01,CONFIRMADO,ZONA26,true
P883,CLI-231,2026-02-28,CONFIRMADO,ZONA12,false
P884,CLI-269,2026-01-22,PENDIENTE,ZONA17,false
P885,CLI-193,2026-02-27,PENDIENTE,ZONA8,false
P886,CLI-445,2026-02-08,PENDIENTE,ZONA29,true
P887,CLI-001,2026-02-12,ENTREGADO,ZONA13,false
P888,CLI-159,2026-02-15,CONFIRMADO,ZONA30,false
P889,CLI-115,2026-02-18,ENTREGADO,ZONA4,true
P890,CLI-482,2026-02-19,PENDIENTE,ZONA20,false
P891,CLI-448,2026-02-06,PENDIENTE,ZONA22,false
P892,CLI-157,2026-02-08,PENDIENTE,ZONA11,true
P893,CLI-101,2026-02-13,PENDIENTE,ZONA29,true
P894,CLI-408,2026-02-28,ENTREGADO,ZONA12,false
P895,CLI-217,2026-02-01,CONFIRMADO,ZONA18,true
P896,CLI-166,2026-02-04,ENTREGADO,ZONA22,false
P897,CLI-079,2026-02-12,PENDIENTE,ZONA21,true
P898,CLI-052,2026-02-02,ENTREGADO,ZONA28,false
P899,CLI-403,2026-02-20,PENDIENTE,ZONA16,false
P900,CLI-476,2026-02-14,PENDIENTE,ZONA23,false
P901,CLI-066,2026-01-25,PENDIENTE,ZONA8,false
P902,CLI-335,2026-02-06,CONFIRMADO,ZONA28,true
P903,CLI-272,2026-02-24,ENTREGADO,ZONA27,false
P904,CLI-302,2026-01-22,ENTREGADO,ZONA17,false
P905,CLI-013,2026-02-06,CONFIRMADO,ZONA8,false
P906,CLI-245,2026-02-28,ENTREGADO,ZONA9,false
P907,CLI-367,2026-01-28,ENTREGADO,ZONA20,false
P908,CLI-247,2026-01-28,PENDIENTE,ZONA2,false
P909,CLI-491,2026-02-15,CONFIRMADO,ZONA5,false
P910,CLI-427,2026-02-11,ENTREGADO,ZONA13,false
P911,CLI-424,2026-03-01,CONFIRMADO,ZONA5,false
P912,CLI-016,2026-02-20,PENDIENTE,ZONA5,true
P913,CLI-312,2026-01-24,PENDIENTE,ZONA1,true
P914,CLI-473,2026-02-17,PENDIENTE,ZONA1,false
P915,CLI-022,2026-02-17,CONFIRMADO,ZONA8,true
P916,CLI-005,2026-02-25,PENDIENTE,ZONA27,true
P917,CLI-046,2026-02-03,ENTREGADO,ZONA27,false
P918,CLI-024,2026-02-01,ENTREGADO,ZONA29,false
P919,CLI-038,2026-02-07,CONFIRMADO,ZONA14,false
P920,CLI-185,2026-02-26,CONFIRMADO,ZONA13,false
P921,CLI-143,2026-02-14,PENDIENTE,ZONA9,false
P922,CLI-420,2026-02-01,CONFIRMADO,ZONA23,true
P923,CLI-173,2026-02-22,ENTREGADO,ZONA17,true
P924,CLI-018,2026-02-16,ENTREGADO,ZONA30,true
P925,CLI-256,2026-02-04,PENDIENTE,ZONA13,false
P926,CLI-401,2026-02-10,ENTREGADO,ZONA30,false
P927,CLI-324,2026-02-24,ENTREGADO,ZONA21,false
P928,CLI-182,2026-02-03,PENDIENTE,ZONA10,false
P929,CLI-232,2026-02-21,ENTREGADO,ZONA21,false
P930,CLI-176,2026-01-22,PENDIENTE,ZONA14,false
P931,CLI-274,2026-02-22,ENTREGADO,ZONA7,true
P932,CLI-073,2026-02-10,ENTREGADO,ZONA3,true
P933,CLI-060,2026-02-15,CONFIRMADO,ZONA18,false
P934,CLI-482,2026-02-18,ENTREGADO,ZONA20,true
P935,CLI-339,2026-02-12,PENDIENTE,ZONA21,false
P936,CLI-391,2026-01-28,PENDIENTE,ZONA3,false
P937,CLI-345,2026-01-26,PENDIENTE,ZONA25,true
P938,CLI-380,2026-02-08,PENDIENTE,ZONA30,false
P939,CLI-297,2026-02-24,ENTREGADO,ZONA3,true
P940,CLI-201,2026-02-16,PENDIENTE,ZONA18,false
P941,CLI-372,2026-02-14,ENTREGADO,ZONA25,false
P942,CLI-485,2026-02-17,PENDIENTE,ZONA10,false
P943,CLI-019,2026-02-11,CONFIRMADO,ZONA5,true
P944,CLI-193,2026-01-31,CONFIRMADO,ZONA14,true
P945,CLI-343,2026-01-25,ENTREGADO,ZONA14,false
P946,CLI-310,2026-02-12,PENDIENTE,ZONA18,false
P947,CLI-238,2026-02-25,PENDIENTE,ZONA17,false
P948,CLI-109,2026-02-20,CONFIRMADO,ZONA2,false
P949,CLI-246,2026-02-24,CONFIRMADO,ZONA12,true
P950,CLI-375,2026-02-08,CONFIRMADO,ZONA5,false
P951,CLI-074,2026-01-27,CONFIRMADO,ZONA29,true
P952,CLI-354,2026-01-29,CONFIRMADO,ZONA12,true
P953,CLI-454,2026-02-16,PENDIENTE,ZONA16,false
P954,CLI-280,2026-01-29,CONFIRMADO,ZONA13,false
P955,CLI-390,2026-03-01,PENDIENTE,ZONA22,false
P956,CLI-076,2026-01-23,ENTREGADO,ZONA3,false
P957,CLI-053,2026-02-08,PENDIENTE,ZONA20,false
P958,CLI-392,2026-02-03,ENTREGADO,ZONA27,false
P959,CLI-442,2026-02-01,CONFIRMADO,ZONA6,false
P960,CLI-072,2026-02-09,ENTREGADO,ZONA21,false
P961,CLI-436,2026-02-08,CONFIRMADO,ZONA25,true
P962,CLI-134,2026-02-01,PENDIENTE,ZONA28,false
P963,CLI-180,2026-02-20,CONFIRMADO,ZONA23,false
P964,CLI-240,2026-02-06,PENDIENTE,ZONA30,true
P965,CLI-297,2026-02-11,CONFIRMADO,ZONA18,true
P966,CLI-364,2026-01-31,ENTREGADO,ZONA28,false
P967,CLI-304,2026-02-24,ENTREGADO,ZONA23,true
P968,CLI-081,2026-03-01,CONFIRMADO,ZONA2,true
P969,CLI-067,2026-02-24,CONFIRMADO,ZONA15,false
P970,CLI-065,2026-02-16,PENDIENTE,ZONA8,false
P971,CLI-319,2026-02-09,PENDIENTE,ZONA5,false
P972,CLI-342,2026-02-28,PENDIENTE,ZONA5,false
P973,CLI-005,2026-02-16,ENTREGADO,ZONA18,false
P974,CLI-114,2026-01-27,ENTREGADO,ZONA20,false
P975,CLI-248,2026-01-23,ENTREGADO,ZONA11,false
P976,CLI-344,2026-02-11,PENDIENTE,ZONA23,true
P977,CLI-422,2026-02-02,PENDIENTE,ZONA5,false
P978,CLI-431,2026-01-28,CONFIRMADO,ZONA22,false
P979,CLI-227,2026-02-25,ENTREGADO,ZONA13,false
P980,CLI-352,2026-02-08,PENDIENTE,ZONA17,false
P981,CLI-121,2026-02-25,PENDIENTE,ZONA7,true
P982,CLI-005,2026-02-26,ENTREGADO,ZONA24,true
P983,CLI-035,2026-01-26,PENDIENTE,ZONA30,true
P984,CLI-179,2026-02-20,ENTREGADO,ZONA1,true
P985,CLI-482,2026-01-30,ENTREGADO,ZONA26,true
P986,CLI-447,2026-02-04,CONFIRMADO,ZONA26,true
P987,CLI-432,2026-03-01,PENDIENTE,ZONA15,false
P988,CLI-158,2026-02-08,PENDIENTE,ZONA22,false
P989,CLI-122,2026-02-20,ENTREGADO,ZONA8,false
P990,CLI-291,2026-02-27,ENTREGADO,ZONA8,false
P991,CLI-373,2026-02-15,ENTREGADO,ZONA15,true
P992,CLI-398,2026-01-24,PENDIENTE,ZONA27,false
P993,CLI-355,2026-01-29,PENDIENTE,ZONA4,false
P994,CLI-052,2026-02-05,PENDIENTE,ZONA20,false
P995,CLI-330,2026-01-26,ENTREGADO,ZONA16,false
P996,CLI-231,2026-01-26,CONFIRMADO,ZONA26,false
P997,CLI-285,2026-03-01,CONFIRMADO,ZONA5,false
P998,CLI-078,2026-02-01,ENTREGADO,ZONA20,false
P999,CLI-292,2026-02-26,PENDIENTE,ZONA8,true
